repair_id,product_id,sku,component_id,component_type,failure_date,date_key,failure_year,failure_month,failure_quarter,failure_type,failure_description,repair_status,warranty_claim,warranty_status,release_year,product_age_years,warranty_months,repair_cost,replacement_cost,bom_replacement_cost,cost_difference,repair_vs_replacement_ratio,downtime_days,component_cost,repairability_score,recyclability_score,estimated_resale_value,brand,model,product_family,msrp,component_type_bom
R0010700,P018202,LP-RAZER-ZEN-CIJ-2024,DSP-RAZER-ZEN-CIJ-2024,Display,2025-07-28,20250728,2025,7,Q3,Backlight failure,Backlight failure reported for display.,Component Replaced,False,Out of Warranty,2024,1,12,461.05,461.05,461.05,0.0,1.0,8,413.58,6,6,172.56,Razer,Razer Zen CIJ,Zen,2323.99,Display
R0010701,P018203,LP-MSI-SLIM-3EP-2022,DSP-MSI-SLIM-3EP-2022,Display,2022-06-19,20220619,2022,6,Q2,Display failure,Display failure reported for display.,Repaired,True,Under Warranty,2022,0,24,126.02,212.14,212.14,86.11999999999999,0.5940416705948902,4,194.04,6,6,75.02,MSI,MSI Slim 3EP,Slim,1136.99,Display
R0010702,P018208,LP-HP-SLIM-CKW-2022,BAT-HP-SLIM-CKW-2022,Battery,2026-08-26,20260826,2026,8,Q3,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2022,4,48,174.8,174.8,174.8,0.0,1.0,1,146.34,8,5,88.36,HP,HP Slim CKW,Slim,1713.99,Battery
R0010703,P018209,LP-ACER-LEGION-J9A-2024,SSD-ACER-LEGION-J9A-2024,SSD,2025-09-27,20250927,2025,9,Q3,Drive not detected,Drive not detected reported for ssd.,Component Replaced,False,Out of Warranty,2024,1,12,196.53,196.53,196.53,0.0,1.0,5,178.74,8,7,42.42,Acer,Acer Legion J9A,Legion,2038.99,SSD
R0010704,P018210,LP-LENOVO-STEALTH-09H-2024,DSP-LENOVO-STEALTH-09H-2024,Display,2026-04-16,20260416,2026,4,Q2,Display failure,Display failure reported for display.,Repaired,False,Out of Warranty,2024,2,12,121.91,257.21,257.21,135.29999999999998,0.47397068543213716,4,220.29,6,6,110.83,Lenovo,Lenovo Stealth 09H,Stealth,1214.99,Display
R0010705,P018212,LP-MSI-NITRO-PDB-2025,MB-MSI-NITRO-PDB-2025,Motherboard,2026-06-04,20260604,2026,6,Q2,Boot failure,Boot failure reported for motherboard.,Component Replaced,False,Out of Warranty,2025,1,12,587.02,587.02,587.02,0.0,1.0,7,509.07,4,7,301.51,MSI,MSI Nitro PDB,Nitro,2558.99,Motherboard
R0010706,P018213,LP-HP-THINK-HWN-2022,MB-HP-THINK-HWN-2022,Motherboard,2023-05-25,20230525,2023,5,Q2,System instability,System instability reported for motherboard.,Repaired,False,Out of Warranty,2022,1,12,80.56,164.07,164.07,83.50999999999999,0.49100993478393373,9,155.24,4,7,66.61,HP,HP Think HWN,Think,752.99,Motherboard
R0010707,P018213,LP-HP-THINK-HWN-2022,BAT-HP-THINK-HWN-2022,Battery,2026-05-13,20260513,2026,5,Q2,Battery degradation,Battery degradation reported for battery.,Component Replaced,False,Out of Warranty,2022,4,12,79.61,79.61,79.61,0.0,1.0,2,65.37,8,5,29.77,HP,HP Think HWN,Think,752.99,Battery
R0010708,P018215,LP-APPLE-BLADE-CKY-2024,SSD-APPLE-BLADE-CKY-2024,SSD,2025-08-26,20250826,2025,8,Q3,Performance degradation,Performance degradation reported for ssd.,Component Replaced,True,Under Warranty,2024,1,24,170.97,170.97,170.97,0.0,1.0,5,154.27,8,7,45.2,Apple,Apple Blade CKY,Blade,1564.99,SSD
R0010709,P018218,LP-LENOVO-NITRO-AL5-2021,BAT-LENOVO-NITRO-AL5-2021,Battery,2021-12-15,20211215,2021,12,Q4,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,True,Under Warranty,2021,0,24,133.0,133.0,133.0,0.0,1.0,2,122.93,8,5,73.91,Lenovo,Lenovo Nitro AL5,Nitro,1594.99,Battery
R0010710,P018218,LP-LENOVO-NITRO-AL5-2021,KBD-LENOVO-NITRO-AL5-2021,Keyboard,2025-01-31,20250131,2025,1,Q1,Key failure,Key failure reported for keyboard.,Repaired,False,Out of Warranty,2021,4,24,24.63,79.67,79.67,55.040000000000006,0.3091502447596335,1,64.65,7,6,28.15,Lenovo,Lenovo Nitro AL5,Nitro,1594.99,Keyboard
R0010711,P018221,LP-ASUS-LEGION-VEK-2019,DSP-ASUS-LEGION-VEK-2019,Display,2020-06-05,20200605,2020,6,Q2,Backlight failure,Backlight failure reported for display.,Repaired,False,Out of Warranty,2019,1,12,229.46,447.54,447.54,218.08,0.5127139473566609,3,359.63,6,6,107.12,ASUS,ASUS Legion VEK,Legion,2080.99,Display
R0010712,P018221,LP-ASUS-LEGION-VEK-2019,RAM-ASUS-LEGION-VEK-2019,RAM,2021-02-25,20210225,2021,2,Q1,RAM module failure,RAM module failure reported for ram.,Component Replaced,False,Out of Warranty,2019,2,12,150.11,150.11,150.11,0.0,1.0,3,136.88,9,8,73.64,ASUS,ASUS Legion VEK,Legion,2080.99,RAM
R0010713,P018223,LP-ACER-PRO-5NS-2023,BAT-ACER-PRO-5NS-2023,Battery,2025-05-09,20250509,2025,5,Q2,Battery swelling,Battery swelling reported for battery.,Component Replaced,False,Out of Warranty,2023,2,24,213.24,213.24,213.24,0.0,1.0,1,195.07,8,5,87.83,Acer,Acer Pro 5NS,Pro,2455.99,Battery
R0010714,P018229,LP-DELL-SLIM-LF7-2025,MB-DELL-SLIM-LF7-2025,Motherboard,2025-11-10,20251110,2025,11,Q4,Boot failure,Boot failure reported for motherboard.,Repaired,True,Under Warranty,2025,0,24,262.64,622.38,622.38,359.74,0.42199299463350365,8,535.26,4,7,160.48,Dell,Dell Slim LF7,Slim,2299.99,Motherboard
R0010715,P018230,LP-APPLE-CREATOR-YKS-2025,MB-APPLE-CREATOR-YKS-2025,Motherboard,2025-04-26,20250426,2025,4,Q2,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,True,Under Warranty,2025,0,24,172.33,508.04,508.04,335.71000000000004,0.33920557436422333,10,457.14,4,7,248.18,Apple,Apple Creator YKS,Creator,1936.99,Motherboard
R0010716,P018232,LP-MSI-PRO-U4L-2019,MB-MSI-PRO-U4L-2019,Motherboard,2021-03-01,20210301,2021,3,Q1,Power failure,Power failure reported for motherboard.,Repaired,False,Out of Warranty,2019,2,12,203.8,376.19,376.19,172.39,0.541747521199394,10,342.75,4,7,123.19,MSI,MSI Pro U4L,Pro,1587.99,Motherboard
R0010717,P018232,LP-MSI-PRO-U4L-2019,DSP-MSI-PRO-U4L-2019,Display,2026-07-15,20260715,2026,7,Q3,Screen flickering,Screen flickering reported for display.,Component Replaced,False,Out of Warranty,2019,7,12,338.49,338.49,338.49,0.0,1.0,4,313.04,6,6,152.3,MSI,MSI Pro U4L,Pro,1587.99,Display
R0010718,P018233,LP-MSI-ZEN-G5B-2021,KBD-MSI-ZEN-G5B-2021,Keyboard,2023-01-30,20230130,2023,1,Q1,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,False,Out of Warranty,2021,2,24,64.33,64.33,64.33,0.0,1.0,4,58.67,7,6,37.71,MSI,MSI Zen G5B,Zen,1619.99,Keyboard
R0010719,P018237,LP-ACER-SLIM-LI3-2019,MB-ACER-SLIM-LI3-2019,Motherboard,2023-01-21,20230121,2023,1,Q1,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,False,Out of Warranty,2019,4,24,217.92,686.78,686.78,468.86,0.31730685226710154,11,568.91,4,7,266.19,Acer,Acer Slim LI3,Slim,2394.99,Motherboard
R0010720,P018237,LP-ACER-SLIM-LI3-2019,KBD-ACER-SLIM-LI3-2019,Keyboard,2024-07-11,20240711,2024,7,Q3,Key failure,Key failure reported for keyboard.,Component Replaced,False,Out of Warranty,2019,5,24,108.23,108.23,108.23,0.0,1.0,1,88.15,7,6,54.82,Acer,Acer Slim LI3,Slim,2394.99,Keyboard
R0010721,P018240,LP-LENOVO-PRO-MDX-2024,MB-LENOVO-PRO-MDX-2024,Motherboard,2024-03-13,20240313,2024,3,Q1,Boot failure,Boot failure reported for motherboard.,Repaired,True,Under Warranty,2024,0,24,362.05,616.55,616.55,254.49999999999994,0.5872192036331199,6,520.06,4,7,145.54,Lenovo,Lenovo Pro MDX,Pro,2405.99,Motherboard
R0010722,P018241,LP-APPLE-BLADE-83L-2019,MB-APPLE-BLADE-83L-2019,Motherboard,2024-03-19,20240319,2024,3,Q1,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2019,5,24,414.84,414.84,414.84,0.0,1.0,8,382.95,4,7,207.04,Apple,Apple Blade 83L,Blade,1652.99,Motherboard
R0010723,P018244,LP-LENOVO-NITRO-L3Q-2022,BAT-LENOVO-NITRO-L3Q-2022,Battery,2024-06-14,20240614,2024,6,Q2,Battery swelling,Battery swelling reported for battery.,Component Replaced,False,Out of Warranty,2022,2,12,94.06,94.06,94.06,0.0,1.0,1,84.03,8,5,42.47,Lenovo,Lenovo Nitro L3Q,Nitro,1150.99,Battery
R0010724,P018246,LP-MSI-LEGION-CZP-2023,KBD-MSI-LEGION-CZP-2023,Keyboard,2023-02-25,20230225,2023,2,Q1,Key failure,Key failure reported for keyboard.,Repaired,True,Under Warranty,2023,0,36,40.84,69.32,69.32,28.47999999999999,0.5891517599538374,4,62.32,7,6,13.45,MSI,MSI Legion CZP,Legion,1424.99,Keyboard
R0010725,P018247,LP-ACER-BLADE-VD9-2021,DSP-ACER-BLADE-VD9-2021,Display,2024-01-07,20240107,2024,1,Q1,Backlight failure,Backlight failure reported for display.,Repaired,False,Out of Warranty,2021,3,12,163.92,399.1,399.1,235.18000000000004,0.41072412929090446,4,322.65,6,6,71.48,Acer,Acer Blade VD9,Blade,1629.99,Display
R0010726,P018248,LP-DELL-CREATOR-3XB-2020,DSP-DELL-CREATOR-3XB-2020,Display,2024-01-03,20240103,2024,1,Q1,Backlight failure,Backlight failure reported for display.,Component Replaced,False,Out of Warranty,2020,4,24,298.26,298.26,298.26,0.0,1.0,3,263.53,6,6,154.64,Dell,Dell Creator 3XB,Creator,1357.99,Display
R0010727,P018252,LP-GIGABYTE-CREATOR-B57-2023,DSP-GIGABYTE-CREATOR-B57-2023,Display,2025-09-06,20250906,2025,9,Q3,Screen flickering,Screen flickering reported for display.,Component Replaced,False,Out of Warranty,2023,2,12,456.64,456.64,456.64,0.0,1.0,4,414.24,6,6,250.03,Gigabyte,Gigabyte Creator B57,Creator,2335.99,Display
R0010728,P018252,LP-GIGABYTE-CREATOR-B57-2023,BAT-GIGABYTE-CREATOR-B57-2023,Battery,2025-06-28,20250628,2025,6,Q2,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,False,Out of Warranty,2023,2,12,62.68,242.7,242.7,180.01999999999998,0.25826122785331684,2,199.47,8,5,64.09,Gigabyte,Gigabyte Creator B57,Creator,2335.99,Battery
R0010729,P018254,LP-GIGABYTE-THINK-3K3-2022,MB-GIGABYTE-THINK-3K3-2022,Motherboard,2025-07-29,20250729,2025,7,Q3,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2022,3,24,360.55,360.55,360.55,0.0,1.0,13,333.61,4,7,133.07,Gigabyte,Gigabyte Think 3K3,Think,1420.99,Motherboard
R0010730,P018254,LP-GIGABYTE-THINK-3K3-2022,SSD-GIGABYTE-THINK-3K3-2022,SSD,2022-01-27,20220127,2022,1,Q1,Drive not detected,Drive not detected reported for ssd.,Repaired,True,Under Warranty,2022,0,24,83.6,157.32,157.32,73.72,0.5314009661835749,7,135.21,8,7,35.92,Gigabyte,Gigabyte Think 3K3,Think,1420.99,SSD
R0010731,P018254,LP-GIGABYTE-THINK-3K3-2022,KBD-GIGABYTE-THINK-3K3-2022,Keyboard,2022-02-04,20220204,2022,2,Q1,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,True,Under Warranty,2022,0,24,67.17,67.17,67.17,0.0,1.0,5,54.92,7,6,29.68,Gigabyte,Gigabyte Think 3K3,Think,1420.99,Keyboard
R0010732,P018257,LP-DELL-STEALTH-S57-2021,DSP-DELL-STEALTH-S57-2021,Display,2024-10-19,20241019,2024,10,Q4,Display failure,Display failure reported for display.,Component Replaced,False,Out of Warranty,2021,3,12,373.96,373.96,373.96,0.0,1.0,8,316.57,6,6,134.85,Dell,Dell Stealth S57,Stealth,1791.99,Display
R0010733,P018260,LP-HP-LEGION-B7Y-2025,BAT-HP-LEGION-B7Y-2025,Battery,2025-11-02,20251102,2025,11,Q4,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,True,Under Warranty,2025,0,48,62.65,160.62,160.62,97.97,0.39005105217283026,4,140.63,8,5,60.02,HP,HP Legion B7Y,Legion,1732.99,Battery
R0010734,P018260,LP-HP-LEGION-B7Y-2025,RAM-HP-LEGION-B7Y-2025,RAM,2025-09-22,20250922,2025,9,Q3,System crashes,System crashes reported for ram.,Component Replaced,True,Under Warranty,2025,0,48,135.21,135.21,135.21,0.0,1.0,2,112.79,9,8,47.77,HP,HP Legion B7Y,Legion,1732.99,RAM
R0010735,P018261,LP-RAZER-NITRO-K1N-2023,BAT-RAZER-NITRO-K1N-2023,Battery,2024-05-24,20240524,2024,5,Q2,Battery not charging,Battery not charging reported for battery.,Repaired,False,Out of Warranty,2023,1,12,78.07,149.57,149.57,71.5,0.5219629604867286,2,139.81,8,5,64.31,Razer,Razer Nitro K1N,Nitro,1653.99,Battery
R0010736,P018263,LP-ASUS-NITRO-IMX-2020,DSP-ASUS-NITRO-IMX-2020,Display,2024-06-30,20240630,2024,6,Q2,Dead pixels,Dead pixels reported for display.,Component Replaced,False,Out of Warranty,2020,4,12,772.57,772.57,772.57,0.0,1.0,5,620.74,6,6,132.69,ASUS,ASUS Nitro IMX,Nitro,3488.99,Display
R0010737,P018269,LP-LENOVO-STEALTH-UZZ-2019,DSP-LENOVO-STEALTH-UZZ-2019,Display,2020-06-16,20200616,2020,6,Q2,Backlight failure,Backlight failure reported for display.,Repaired,True,Under Warranty,2019,1,36,127.23,310.76,310.76,183.52999999999997,0.40941562620671906,4,283.72,6,6,147.83,Lenovo,Lenovo Stealth UZZ,Stealth,1735.99,Display
R0010738,P018271,LP-GIGABYTE-THINK-TVD-2025,KBD-GIGABYTE-THINK-TVD-2025,Keyboard,2025-03-06,20250306,2025,3,Q1,Key failure,Key failure reported for keyboard.,Component Replaced,True,Under Warranty,2025,0,12,108.68,108.68,108.68,0.0,1.0,1,94.68,7,6,52.42,Gigabyte,Gigabyte Think TVD,Think,2415.99,Keyboard
R0010739,P018274,LP-HP-PRO-HXW-2025,KBD-HP-PRO-HXW-2025,Keyboard,2025-12-14,20251214,2025,12,Q4,Multiple keys malfunctioning,Multiple keys malfunctioning reported for keyboard.,Component Replaced,True,Under Warranty,2025,0,12,143.4,143.4,143.4,0.0,1.0,3,120.82,7,6,25.98,HP,HP Pro HXW,Pro,2843.99,Keyboard
R0010740,P018275,LP-DELL-STEALTH-095-2022,SSD-DELL-STEALTH-095-2022,SSD,2024-02-21,20240221,2024,2,Q1,Storage failure,Storage failure reported for ssd.,Component Replaced,False,Out of Warranty,2022,2,12,172.95,172.95,172.95,0.0,1.0,2,146.66,8,7,39.16,Dell,Dell Stealth 095,Stealth,1801.99,SSD
R0010741,P018280,LP-DELL-STEALTH-DIT-2022,KBD-DELL-STEALTH-DIT-2022,Keyboard,2025-06-18,20250618,2025,6,Q2,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,False,Out of Warranty,2022,3,36,110.8,110.8,110.8,0.0,1.0,5,99.47,7,6,32.06,Dell,Dell Stealth DIT,Stealth,2480.99,Keyboard
R0010742,P018282,LP-HP-BLADE-VSW-2020,MB-HP-BLADE-VSW-2020,Motherboard,2021-06-30,20210630,2021,6,Q2,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2020,1,36,533.75,533.75,533.75,0.0,1.0,11,449.22,4,7,266.03,HP,HP Blade VSW,Blade,2181.99,Motherboard
R0010743,P018289,LP-ASUS-BLADE-AQ7-2023,MB-ASUS-BLADE-AQ7-2023,Motherboard,2023-11-21,20231121,2023,11,Q4,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2023,0,12,442.52,442.52,442.52,0.0,1.0,14,359.95,4,7,123.81,ASUS,ASUS Blade AQ7,Blade,1644.99,Motherboard
R0010744,P018289,LP-ASUS-BLADE-AQ7-2023,BAT-ASUS-BLADE-AQ7-2023,Battery,2023-05-07,20230507,2023,5,Q2,Battery swelling,Battery swelling reported for battery.,Repaired,True,Under Warranty,2023,0,12,66.31,134.96,134.96,68.65,0.4913307646710136,4,126.51,8,5,51.09,ASUS,ASUS Blade AQ7,Blade,1644.99,Battery
R0010745,P018290,LP-SAMSUNG-THINK-Y4S-2020,MB-SAMSUNG-THINK-Y4S-2020,Motherboard,2026-01-05,20260105,2026,1,Q1,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2020,6,24,497.24,497.24,497.24,0.0,1.0,9,454.17,4,7,209.16,Samsung,Samsung Think Y4S,Think,2272.99,Motherboard
R0010746,P018291,LP-LENOVO-THINK-VOS-2021,MB-LENOVO-THINK-VOS-2021,Motherboard,2023-12-13,20231213,2023,12,Q4,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,False,Out of Warranty,2021,2,12,452.86,452.86,452.86,0.0,1.0,12,392.71,4,7,171.75,Lenovo,Lenovo Think VOS,Think,1768.99,Motherboard
R0010747,P018292,LP-APPLE-PRO-2Y1-2022,BAT-APPLE-PRO-2Y1-2022,Battery,2022-03-15,20220315,2022,3,Q1,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,True,Under Warranty,2022,0,48,132.26,256.58,256.58,124.32,0.515472757034843,1,214.6,8,5,123.96,Apple,Apple Pro 2Y1,Pro,2591.99,Battery
R0010748,P018294,LP-SAMSUNG-SLIM-Y1B-2024,BAT-SAMSUNG-SLIM-Y1B-2024,Battery,2025-04-13,20250413,2025,4,Q2,Battery swelling,Battery swelling reported for battery.,Component Replaced,True,Under Warranty,2024,1,24,171.69,171.69,171.69,0.0,1.0,3,157.9,8,5,89.4,Samsung,Samsung Slim Y1B,Slim,2070.99,Battery
R0010749,P018294,LP-SAMSUNG-SLIM-Y1B-2024,KBD-SAMSUNG-SLIM-Y1B-2024,Keyboard,2026-06-21,20260621,2026,6,Q2,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,False,Out of Warranty,2024,2,24,81.22,81.22,81.22,0.0,1.0,5,76.45,7,6,20.29,Samsung,Samsung Slim Y1B,Slim,2070.99,Keyboard
R0010750,P018295,LP-HP-THINK-FPX-2025,MB-HP-THINK-FPX-2025,Motherboard,2026-01-27,20260127,2026,1,Q1,Power failure,Power failure reported for motherboard.,End of Life,False,Out of Warranty,2025,1,12,102.99,672.88,672.88,569.89,0.15305849482820116,6,591.7,4,7,176.18,HP,HP Think FPX,Think,2783.99,Motherboard
R0010751,P018301,LP-MSI-SLIM-OYX-2022,SSD-MSI-SLIM-OYX-2022,SSD,2025-05-03,20250503,2025,5,Q2,Drive not detected,Drive not detected reported for ssd.,Component Replaced,False,Out of Warranty,2022,3,12,200.11,200.11,200.11,0.0,1.0,6,186.84,8,7,110.19,MSI,MSI Slim OYX,Slim,2222.99,SSD
R0010752,P018304,LP-MSI-PRO-CLZ-2025,MB-MSI-PRO-CLZ-2025,Motherboard,2025-06-19,20250619,2025,6,Q2,System instability,System instability reported for motherboard.,Component Replaced,True,Under Warranty,2025,0,24,724.29,724.29,724.29,0.0,1.0,14,626.4,4,7,380.22,MSI,MSI Pro CLZ,Pro,2608.99,Motherboard
R0010753,P018304,LP-MSI-PRO-CLZ-2025,BAT-MSI-PRO-CLZ-2025,Battery,2026-05-19,20260519,2026,5,Q2,Rapid battery drain,Rapid battery drain reported for battery.,Repaired,True,Under Warranty,2025,1,24,100.22,228.37,228.37,128.15,0.4388492358891273,4,188.44,8,5,47.93,MSI,MSI Pro CLZ,Pro,2608.99,Battery
R0010754,P018307,LP-ASUS-THINK-771-2024,MB-ASUS-THINK-771-2024,Motherboard,2024-09-08,20240908,2024,9,Q3,Charging circuit failure,Charging circuit failure reported for motherboard.,Repaired,True,Under Warranty,2024,0,24,114.45,424.13,424.13,309.68,0.2698465093249711,12,390.08,4,7,120.15,ASUS,ASUS Think 771,Think,1743.99,Motherboard
R0010755,P018308,LP-ACER-BLADE-K9N-2020,BAT-ACER-BLADE-K9N-2020,Battery,2021-03-23,20210323,2021,3,Q1,Battery swelling,Battery swelling reported for battery.,Repaired,False,Out of Warranty,2020,1,12,72.08,225.51,225.51,153.43,0.3196310584896457,4,184.19,8,5,43.85,Acer,Acer Blade K9N,Blade,2239.99,Battery
R0010756,P018310,LP-DELL-CREATOR-B51-2024,MB-DELL-CREATOR-B51-2024,Motherboard,2024-10-11,20241011,2024,10,Q4,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2024,0,24,522.07,522.07,522.07,0.0,1.0,11,432.09,4,7,181.52,Dell,Dell Creator B51,Creator,1924.99,Motherboard
R0010757,P018313,LP-GIGABYTE-ZEN-0DY-2024,DSP-GIGABYTE-ZEN-0DY-2024,Display,2025-12-08,20251208,2025,12,Q4,Display failure,Display failure reported for display.,Component Replaced,True,Under Warranty,2024,1,36,280.08,280.08,280.08,0.0,1.0,8,250.11,6,6,108.72,Gigabyte,Gigabyte Zen 0DY,Zen,1266.99,Display
R0010758,P018317,LP-SAMSUNG-CREATOR-CMM-2024,BAT-SAMSUNG-CREATOR-CMM-2024,Battery,2025-02-05,20250205,2025,2,Q1,Battery swelling,Battery swelling reported for battery.,Component Replaced,True,Under Warranty,2024,1,36,172.19,172.19,172.19,0.0,1.0,3,145.77,8,5,55.45,Samsung,Samsung Creator CMM,Creator,1968.99,Battery
R0010759,P018318,LP-MSI-SLIM-QY1-2018,MB-MSI-SLIM-QY1-2018,Motherboard,2023-05-28,20230528,2023,5,Q2,System instability,System instability reported for motherboard.,Component Replaced,False,Out of Warranty,2018,5,12,431.05,431.05,431.05,0.0,1.0,9,372.71,4,7,151.39,MSI,MSI Slim QY1,Slim,1717.99,Motherboard
R0010760,P018318,LP-MSI-SLIM-QY1-2018,RAM-MSI-SLIM-QY1-2018,RAM,2025-04-23,20250423,2025,4,Q2,Memory instability,Memory instability reported for ram.,Component Replaced,False,Out of Warranty,2018,7,12,147.93,147.93,147.93,0.0,1.0,2,128.0,9,8,37.76,MSI,MSI Slim QY1,Slim,1717.99,RAM
R0010761,P018319,LP-ASUS-AIR-YFU-2024,MB-ASUS-AIR-YFU-2024,Motherboard,2025-01-12,20250112,2025,1,Q1,Boot failure,Boot failure reported for motherboard.,Repaired,True,Under Warranty,2024,1,36,345.3,699.76,699.76,354.46,0.4934548988224534,11,639.14,4,7,309.27,ASUS,ASUS Air YFU,Air,2817.99,Motherboard
R0010762,P018326,LP-SAMSUNG-BLADE-ZDW-2020,BAT-SAMSUNG-BLADE-ZDW-2020,Battery,2022-12-06,20221206,2022,12,Q4,Battery not charging,Battery not charging reported for battery.,Repaired,True,Under Warranty,2020,2,36,51.31,198.21,198.21,146.9,0.2588668583825236,3,159.29,8,5,46.83,Samsung,Samsung Blade ZDW,Blade,1878.99,Battery
R0010763,P018327,LP-DELL-BLADE-DMD-2025,MB-DELL-BLADE-DMD-2025,Motherboard,2025-03-04,20250304,2025,3,Q1,Charging circuit failure,Charging circuit failure reported for motherboard.,Component Replaced,True,Under Warranty,2025,0,36,302.51,302.51,302.51,0.0,1.0,9,264.0,4,7,97.24,Dell,Dell Blade DMD,Blade,1140.99,Motherboard
R0010764,P018327,LP-DELL-BLADE-DMD-2025,KBD-DELL-BLADE-DMD-2025,Keyboard,2025-07-03,20250703,2025,7,Q3,Keyboard not responding,Keyboard not responding reported for keyboard.,Repaired,True,Under Warranty,2025,0,36,22.98,53.28,53.28,30.3,0.4313063063063063,4,49.04,7,6,25.58,Dell,Dell Blade DMD,Blade,1140.99,Keyboard
R0010765,P018330,LP-ACER-BLADE-ZVC-2023,MB-ACER-BLADE-ZVC-2023,Motherboard,2024-09-21,20240921,2024,9,Q3,Power failure,Power failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,1,24,520.68,520.68,520.68,0.0,1.0,14,439.26,4,7,231.43,Acer,Acer Blade ZVC,Blade,1829.99,Motherboard
R0010766,P018331,LP-DELL-ZEN-D19-2023,RAM-DELL-ZEN-D19-2023,RAM,2025-07-27,20250727,2025,7,Q3,Memory error,Memory error reported for ram.,Component Replaced,False,Out of Warranty,2023,2,24,99.74,99.74,99.74,0.0,1.0,2,80.56,9,8,18.69,Dell,Dell Zen D19,Zen,1267.99,RAM
R0010767,P018335,LP-GIGABYTE-SLIM-8LT-2022,BAT-GIGABYTE-SLIM-8LT-2022,Battery,2025-12-23,20251223,2025,12,Q4,Battery not charging,Battery not charging reported for battery.,Component Replaced,False,Out of Warranty,2022,3,24,160.86,160.86,160.86,0.0,1.0,4,141.23,8,5,69.9,Gigabyte,Gigabyte Slim 8LT,Slim,1817.99,Battery
R0010768,P018337,LP-ASUS-THINK-RE6-2023,MB-ASUS-THINK-RE6-2023,Motherboard,2024-01-18,20240118,2024,1,Q1,Boot failure,Boot failure reported for motherboard.,Component Replaced,True,Under Warranty,2023,1,24,348.84,348.84,348.84,0.0,1.0,9,307.61,4,7,80.69,ASUS,ASUS Think RE6,Think,1406.99,Motherboard
R0010769,P018337,LP-ASUS-THINK-RE6-2023,BAT-ASUS-THINK-RE6-2023,Battery,2025-12-05,20251205,2025,12,Q4,Rapid battery drain,Rapid battery drain reported for battery.,Component Replaced,False,Out of Warranty,2023,2,24,121.13,121.13,121.13,0.0,1.0,1,108.59,8,5,62.8,ASUS,ASUS Think RE6,Think,1406.99,Battery
R0010770,P018337,LP-ASUS-THINK-RE6-2023,KBD-ASUS-THINK-RE6-2023,Keyboard,2024-12-21,20241221,2024,12,Q4,Liquid damage,Liquid damage reported for keyboard.,Component Replaced,True,Under Warranty,2023,1,24,55.04,55.04,55.04,0.0,1.0,4,51.65,7,6,13.25,ASUS,ASUS Think RE6,Think,1406.99,Keyboard
R0010771,P018338,LP-SAMSUNG-AIR-3GD-2021,SSD-SAMSUNG-AIR-3GD-2021,SSD,2021-07-08,20210708,2021,7,Q3,Drive not detected,Drive not detected reported for ssd.,Component Replaced,True,Under Warranty,2021,0,24,198.42,198.42,198.42,0.0,1.0,3,159.65,8,7,95.59,Samsung,Samsung Air 3GD,Air,1614.99,SSD
R0010772,P018340,LP-GIGABYTE-BLADE-1SM-2023,DSP-GIGABYTE-BLADE-1SM-2023,Display,2023-12-13,20231213,2023,12,Q4,Screen flickering,Screen flickering reported for display.,Component Replaced,True,Under Warranty,2023,0,12,391.28,391.28,391.28,0.0,1.0,5,315.24,6,6,110.01,Gigabyte,Gigabyte Blade 1SM,Blade,1807.99,Display
R0010773,P018340,LP-GIGABYTE-BLADE-1SM-2023,KBD-GIGABYTE-BLADE-1SM-2023,Keyboard,2025-07-01,20250701,2025,7,Q3,Keyboard not responding,Keyboard not responding reported for keyboard.,Component Replaced,False,Out of Warranty,2023,2,12,82.67,82.67,82.67,0.0,1.0,2,73.38,7,6,24.93,Gigabyte,Gigabyte Blade 1SM,Blade,1807.99,Keyboard
R0010774,P018342,LP-DELL-ZEN-HTE-2025,BAT-DELL-ZEN-HTE-2025,Battery,2026-08-02,20260802,2026,8,Q3,Battery swelling,Battery swelling reported for battery.,Repaired,True,Under Warranty,2025,1,24,70.92,142.83,142.83,71.91000000000001,0.4965343415248897,1,123.56,8,5,63.75,Dell,Dell Zen HTE,Zen,1679.99,Battery
